"","batsman","bowler","no_of_times","no_of_balls","p_out","p_not_out"
"2971","NLTC Perera","MR Marsh",1,2,0.5,0.5
"2972","NLTC Perera","MS Gony",1,9,0.111111111111111,0.888888888888889
"2973","NLTC Perera","NM Coulter-Nile",1,4,0.25,0.75
"2974","NLTC Perera","PP Chawla",1,12,0.0833333333333333,0.916666666666667
"2975","NLTC Perera","R Sathish",1,5,0.2,0.8
"2976","NLTC Perera","RP Singh",1,5,0.2,0.8
"2977","NLTC Perera","Sandeep Sharma",1,3,0.333333333333333,0.666666666666667
"2978","NLTC Perera","Shami Ahmed",1,3,0.333333333333333,0.666666666666667
"2979","NLTC Perera","SK Trivedi",1,2,0.5,0.5
"2980","NLTC Perera","SR Watson",2,9,0.222222222222222,0.777777777777778
"2981","NM Coulter-Nile","Azhar Mahmood",1,2,0.5,0.5
"2982","NM Coulter-Nile","D Wiese",1,3,0.333333333333333,0.666666666666667
"2983","NM Coulter-Nile","DS Kulkarni",1,4,0.25,0.75
"2984","NM Coulter-Nile","R Ashwin",1,1,1,0
"2985","NS Naik","JJ Bumrah",1,3,0.333333333333333,0.666666666666667
"2986","NS Naik","Mustafizur Rahman",1,9,0.111111111111111,0.888888888888889
"2987","NV Ojha","A Mishra",2,21,0.0952380952380952,0.904761904761905
"2988","NV Ojha","A Nehra",1,7,0.142857142857143,0.857142857142857
"2989","NV Ojha","A Singh",1,3,0.333333333333333,0.666666666666667
"2990","NV Ojha","A Zampa",1,2,0.5,0.5
"2991","NV Ojha","AB Dinda",1,24,0.0416666666666667,0.958333333333333
"2992","NV Ojha","AG Murtaza",2,9,0.222222222222222,0.777777777777778
"2993","NV Ojha","AM Salvi",1,6,0.166666666666667,0.833333333333333
"2994","NV Ojha","AR Patel",1,15,0.0666666666666667,0.933333333333333
"2995","NV Ojha","BW Hilfenhaus",1,7,0.142857142857143,0.857142857142857
"2996","NV Ojha","CK Langeveldt",1,3,0.333333333333333,0.666666666666667
"2997","NV Ojha","DJ Bravo",1,15,0.0666666666666667,0.933333333333333
"2998","NV Ojha","DT Christian",1,3,0.333333333333333,0.666666666666667
"2999","NV Ojha","I Sharma",1,8,0.125,0.875
"3000","NV Ojha","Imran Tahir",1,3,0.333333333333333,0.666666666666667
"3001","NV Ojha","Iqbal Abdulla",1,6,0.166666666666667,0.833333333333333
"3002","NV Ojha","J Suchith",2,7,0.285714285714286,0.714285714285714
"3003","NV Ojha","JA Morkel",2,42,0.0476190476190476,0.952380952380952
"3004","NV Ojha","JD Unadkat",1,4,0.25,0.75
"3005","NV Ojha","JH Kallis",1,19,0.0526315789473684,0.947368421052632
"3006","NV Ojha","JO Holder",1,7,0.142857142857143,0.857142857142857
"3007","NV Ojha","KW Richardson",1,2,0.5,0.5
"3008","NV Ojha","M Morkel",1,22,0.0454545454545455,0.954545454545455
"3009","NV Ojha","M Muralitharan",1,27,0.037037037037037,0.962962962962963
"3010","NV Ojha","MM Patel",1,14,0.0714285714285714,0.928571428571429
"3011","NV Ojha","NM Coulter-Nile",1,11,0.0909090909090909,0.909090909090909
"3012","NV Ojha","Pankaj Singh",1,3,0.333333333333333,0.666666666666667
"3013","NV Ojha","PP Chawla",2,39,0.0512820512820513,0.948717948717949
"3014","NV Ojha","PP Ojha",1,5,0.2,0.8
"3015","NV Ojha","PV Tambe",1,17,0.0588235294117647,0.941176470588235
"3016","NV Ojha","R Ashwin",1,19,0.0526315789473684,0.947368421052632
"3017","NV Ojha","R Bhatia",3,31,0.0967741935483871,0.903225806451613
"3018","NV Ojha","RN ten Doeschate",1,10,0.1,0.9
"3019","NV Ojha","RP Singh",4,29,0.137931034482759,0.862068965517241
"3020","NV Ojha","S Aravind",1,1,1,0
"3021","NV Ojha","S Sreesanth",2,28,0.0714285714285714,0.928571428571429
"3022","NV Ojha","SB Jakati",1,22,0.0454545454545455,0.954545454545455
"3023","NV Ojha","Shakib Al Hasan",1,11,0.0909090909090909,0.909090909090909
"3024","NV Ojha","SJ Srivastava",1,15,0.0666666666666667,0.933333333333333
"3025","NV Ojha","SK Raina",1,15,0.0666666666666667,0.933333333333333
"3026","NV Ojha","SK Warne",1,2,0.5,0.5
"3027","NV Ojha","SP Narine",2,43,0.0465116279069767,0.953488372093023
"3028","NV Ojha","SS Mundhe",1,6,0.166666666666667,0.833333333333333
"3029","NV Ojha","ST Jayasuriya",1,2,0.5,0.5
"3030","NV Ojha","T Thushara",1,7,0.142857142857143,0.857142857142857
"3031","NV Ojha","UT Yadav",2,19,0.105263157894737,0.894736842105263
"3032","NV Ojha","V Pratap Singh",1,4,0.25,0.75
"3033","NV Ojha","VR Aaron",2,12,0.166666666666667,0.833333333333333
"3034","NV Ojha","YS Chahal",1,7,0.142857142857143,0.857142857142857
"3035","NV Ojha","Yuvraj Singh",1,12,0.0833333333333333,0.916666666666667
"3036","NV Ojha","Z Khan",2,33,0.0606060606060606,0.939393939393939
"3037","OA Shah","A Mishra",1,9,0.111111111111111,0.888888888888889
"3038","OA Shah","JH Kallis",1,6,0.166666666666667,0.833333333333333
"3039","OA Shah","KMDN Kulasekara",1,6,0.166666666666667,0.833333333333333
"3040","OA Shah","KP Appanna",1,7,0.142857142857143,0.857142857142857
"3041","OA Shah","L Balaji",1,5,0.2,0.8
"3042","OA Shah","SL Malinga",1,15,0.0666666666666667,0.933333333333333
"3043","OA Shah","SP Narine",1,17,0.0588235294117647,0.941176470588235
"3044","OA Shah","UT Yadav",1,3,0.333333333333333,0.666666666666667
"3045","OA Shah","Z Khan",2,8,0.25,0.75
"3046","P Awana","DJG Sammy",1,1,1,0
"3047","P Awana","JP Faulkner",1,1,1,0
"3048","P Dogra","DW Steyn",1,1,1,0
"3049","P Dogra","I Sharma",1,1,1,0
"3050","P Dogra","M Kartik",1,2,0.5,0.5
"3051","P Dogra","P Kumar",1,1,1,0
"3052","P Dogra","R Bhatia",1,14,0.0714285714285714,0.928571428571429
"3053","P Dogra","S Ladda",1,16,0.0625,0.9375
"3054","P Dogra","SP Narine",1,1,1,0
"3055","P Kumar","A Mishra",1,2,0.5,0.5
"3056","P Kumar","AD Russell",1,4,0.25,0.75
"3057","P Kumar","CJ Jordan",2,3,0.666666666666667,0.333333333333333
"3058","P Kumar","DS Kulkarni",1,11,0.0909090909090909,0.909090909090909
"3059","P Kumar","DW Steyn",1,9,0.111111111111111,0.888888888888889
"3060","P Kumar","GD McGrath",2,9,0.222222222222222,0.777777777777778
"3061","P Kumar","Harbhajan Singh",1,2,0.5,0.5
"3062","P Kumar","IK Pathan",1,4,0.25,0.75
"3063","P Kumar","JA Morkel",1,7,0.142857142857143,0.857142857142857
"3064","P Kumar","JH Kallis",1,2,0.5,0.5
"3065","P Kumar","MJ McClenaghan",1,3,0.333333333333333,0.666666666666667
"3066","P Kumar","MM Patel",1,6,0.166666666666667,0.833333333333333
"3067","P Kumar","MM Sharma",2,8,0.25,0.75
"3068","P Kumar","MS Gony",1,4,0.25,0.75
"3069","P Kumar","PP Chawla",1,2,0.5,0.5
"3070","P Kumar","PP Ojha",1,2,0.5,0.5
"3071","P Kumar","S Sreesanth",1,2,0.5,0.5
"3072","P Kumar","SK Warne",1,19,0.0526315789473684,0.947368421052632
"3073","P Kumar","SL Malinga",3,13,0.230769230769231,0.769230769230769
"3074","P Kumar","SP Narine",1,1,1,0
"3075","P Kumar","UT Yadav",1,12,0.0833333333333333,0.916666666666667
"3076","P Kumar","WD Parnell",1,5,0.2,0.8
"3077","P Negi","B Kumar",1,1,1,0
"3078","P Negi","CH Gayle",1,6,0.166666666666667,0.833333333333333
"3079","P Negi","CH Morris",1,2,0.5,0.5
"3080","P Negi","GB Hogg",2,8,0.25,0.75
"3081","P Negi","MA Starc",1,4,0.25,0.75
"3082","P Negi","R Vinay Kumar",1,10,0.1,0.9
"3083","P Negi","SL Malinga",1,5,0.2,0.8
"3084","P Negi","SP Narine",1,3,0.333333333333333,0.666666666666667
"3085","PA Patel","A Kumble",1,9,0.111111111111111,0.888888888888889
"3086","PA Patel","A Nehra",2,30,0.0666666666666667,0.933333333333333
"3087","PA Patel","AB Agarkar",1,29,0.0344827586206897,0.96551724137931
"3088","PA Patel","AB Dinda",2,43,0.0465116279069767,0.953488372093023
"3089","PA Patel","AD Mathews",2,8,0.25,0.75
"3090","PA Patel","Azhar Mahmood",1,3,0.333333333333333,0.666666666666667
"3091","PA Patel","B Kumar",5,51,0.0980392156862745,0.901960784313726
"3092","PA Patel","B Lee",1,13,0.0769230769230769,0.923076923076923
"3093","PA Patel","BB Sran",1,11,0.0909090909090909,0.909090909090909
"3094","PA Patel","BMAJ Mendis",1,4,0.25,0.75
"3095","PA Patel","D Wiese",1,3,0.333333333333333,0.666666666666667
"3096","PA Patel","DE Bollinger",1,11,0.0909090909090909,0.909090909090909
"3097","PA Patel","DJ Bravo",1,7,0.142857142857143,0.857142857142857
"3098","PA Patel","DP Vijaykumar",1,8,0.125,0.875
"3099","PA Patel","DS Kulkarni",2,19,0.105263157894737,0.894736842105263
"3100","PA Patel","DW Steyn",1,47,0.0212765957446809,0.978723404255319
"3101","PA Patel","FH Edwards",1,2,0.5,0.5
"3102","PA Patel","Harbhajan Singh",1,25,0.04,0.96
"3103","PA Patel","I Sharma",1,15,0.0666666666666667,0.933333333333333
"3104","PA Patel","IK Pathan",1,47,0.0212765957446809,0.978723404255319
"3105","PA Patel","Iqbal Abdulla",1,12,0.0833333333333333,0.916666666666667
"3106","PA Patel","JA Morkel",1,4,0.25,0.75
"3107","PA Patel","JD Unadkat",1,18,0.0555555555555556,0.944444444444444
"3108","PA Patel","JH Kallis",2,36,0.0555555555555556,0.944444444444444
"3109","PA Patel","JP Faulkner",1,6,0.166666666666667,0.833333333333333
"3110","PA Patel","Karanveer Singh",1,8,0.125,0.875
"3111","PA Patel","KP Pietersen",1,3,0.333333333333333,0.666666666666667
"3112","PA Patel","KW Richardson",1,1,1,0
"3113","PA Patel","M Muralitharan",1,10,0.1,0.9
"3114","PA Patel","MC Henriques",1,10,0.1,0.9
"3115","PA Patel","MG Johnson",1,43,0.0232558139534884,0.976744186046512
"3116","PA Patel","MM Patel",1,17,0.0588235294117647,0.941176470588235
"3117","PA Patel","MM Sharma",1,41,0.024390243902439,0.975609756097561
"3118","PA Patel","MN Samuels",1,9,0.111111111111111,0.888888888888889
"3119","PA Patel","Mohammed Shami",1,19,0.0526315789473684,0.947368421052632
"3120","PA Patel","P Awana",1,19,0.0526315789473684,0.947368421052632
"3121","PA Patel","P Kumar",2,57,0.0350877192982456,0.964912280701754
"3122","PA Patel","PJ Sangwan",1,11,0.0909090909090909,0.909090909090909
"3123","PA Patel","PM Sarvesh Kumar",1,4,0.25,0.75
"3124","PA Patel","PP Chawla",1,31,0.032258064516129,0.967741935483871
"3125","PA Patel","PV Tambe",1,4,0.25,0.75
"3126","PA Patel","R Ashwin",3,41,0.0731707317073171,0.926829268292683
"3127","PA Patel","R McLaren",1,13,0.0769230769230769,0.923076923076923
"3128","PA Patel","R Sharma",1,3,0.333333333333333,0.666666666666667
"3129","PA Patel","R Vinay Kumar",2,23,0.0869565217391304,0.91304347826087
"3130","PA Patel","RA Jadeja",1,10,0.1,0.9
"3131","PA Patel","RP Singh",1,27,0.037037037037037,0.962962962962963
"3132","PA Patel","RR Powar",1,34,0.0294117647058824,0.970588235294118
"3133","PA Patel","S Aravind",1,4,0.25,0.75
"3134","PA Patel","S Nadeem",2,14,0.142857142857143,0.857142857142857
"3135","PA Patel","Sandeep Sharma",2,30,0.0666666666666667,0.933333333333333
"3136","PA Patel","Shakib Al Hasan",1,5,0.2,0.8
"3137","PA Patel","SJ Srivastava",1,12,0.0833333333333333,0.916666666666667
"3138","PA Patel","SK Warne",2,22,0.0909090909090909,0.909090909090909
"3139","PA Patel","SL Malinga",3,21,0.142857142857143,0.857142857142857
"3140","PA Patel","Sohail Tanvir",1,15,0.0666666666666667,0.933333333333333
"3141","PA Patel","UT Yadav",1,28,0.0357142857142857,0.964285714285714
"3142","PA Patel","V Sehwag",1,1,1,0
"3143","PA Patel","VS Malik",1,3,0.333333333333333,0.666666666666667
"3144","PA Patel","WD Parnell",1,12,0.0833333333333333,0.916666666666667
"3145","PA Patel","YK Pathan",3,37,0.0810810810810811,0.918918918918919
"3146","PA Reddy","A Chandila",1,11,0.0909090909090909,0.909090909090909
"3147","PA Reddy","M Muralitharan",1,1,1,0
"3148","PA Reddy","MG Johnson",1,8,0.125,0.875
"3149","PA Reddy","MS Gony",1,4,0.25,0.75
"3150","PA Reddy","PP Chawla",1,5,0.2,0.8
"3151","PA Reddy","R Vinay Kumar",1,14,0.0714285714285714,0.928571428571429
"3152","PA Reddy","RP Singh",1,7,0.142857142857143,0.857142857142857
"3153","PA Reddy","SK Trivedi",1,6,0.166666666666667,0.833333333333333
"3154","PA Reddy","Yuvraj Singh",1,3,0.333333333333333,0.666666666666667
"3155","Pankaj Singh","IK Pathan",1,6,0.166666666666667,0.833333333333333
"3156","Pankaj Singh","KA Pollard",1,2,0.5,0.5
"3157","Parvez Rasool","B Kumar",1,5,0.2,0.8
"3158","Parvez Rasool","L Balaji",1,1,1,0
"3159","PC Valthaty","A Mishra",2,16,0.125,0.875
"3160","PC Valthaty","A Symonds",1,2,0.5,0.5
"3161","PC Valthaty","AB Dinda",1,6,0.166666666666667,0.833333333333333
"3162","PC Valthaty","AC Thomas",1,6,0.166666666666667,0.833333333333333
"3163","PC Valthaty","Anureet Singh",1,6,0.166666666666667,0.833333333333333
"3164","PC Valthaty","B Lee",1,10,0.1,0.9
"3165","PC Valthaty","CH Gayle",1,4,0.25,0.75
"3166","PC Valthaty","CK Langeveldt",1,9,0.111111111111111,0.888888888888889
"3167","PC Valthaty","DW Steyn",1,18,0.0555555555555556,0.944444444444444
"3168","PC Valthaty","IK Pathan",2,15,0.133333333333333,0.866666666666667
"3169","PC Valthaty","KK Cooper",1,5,0.2,0.8
"3170","PC Valthaty","KV Sharma",1,8,0.125,0.875
"3171","PC Valthaty","M Morkel",1,15,0.0666666666666667,0.933333333333333
"3172","PC Valthaty","MM Patel",1,10,0.1,0.9
"3173","PC Valthaty","R Sharma",1,4,0.25,0.75
"3174","PC Valthaty","RP Singh",1,5,0.2,0.8
"3175","PC Valthaty","SK Warne",1,8,0.125,0.875
"3176","PC Valthaty","YK Pathan",1,2,0.5,0.5
"3177","PC Valthaty","Z Khan",1,17,0.0588235294117647,0.941176470588235
"3178","PD Collingwood","BAW Mendis",1,2,0.5,0.5
"3179","PD Collingwood","CK Langeveldt",1,2,0.5,0.5
"3180","PD Collingwood","PP Chawla",1,4,0.25,0.75
"3181","PJ Cummins","DJ Bravo",1,1,1,0
"3182","PJ Sangwan","A Nehra",1,1,1,0
"3183","PJ Sangwan","LR Shukla",1,1,1,0
"3184","PJ Sangwan","SB Jakati",1,3,0.333333333333333,0.666666666666667
"3185","PP Chawla","Anureet Singh",1,3,0.333333333333333,0.666666666666667
"3186","PP Chawla","AR Patel",1,6,0.166666666666667,0.833333333333333
"3187","PP Chawla","CH Gayle",1,4,0.25,0.75
"3188","PP Chawla","DJ Bravo",2,9,0.222222222222222,0.777777777777778
"3189","PP Chawla","DP Nannes",1,3,0.333333333333333,0.666666666666667
"3190","PP Chawla","DR Smith",1,6,0.166666666666667,0.833333333333333
"3191","PP Chawla","DS Kulkarni",1,6,0.166666666666667,0.833333333333333
"3192","PP Chawla","DW Steyn",1,10,0.1,0.9
"3193","PP Chawla","Harbhajan Singh",1,5,0.2,0.8
"3194","PP Chawla","JA Morkel",2,16,0.125,0.875
"3195","PP Chawla","KK Cooper",2,5,0.4,0.6
"3196","PP Chawla","L Balaji",1,21,0.0476190476190476,0.952380952380952
"3197","PP Chawla","M Morkel",1,5,0.2,0.8
"3198","PP Chawla","M Muralitharan",1,11,0.0909090909090909,0.909090909090909
"3199","PP Chawla","MM Sharma",1,2,0.5,0.5
"3200","PP Chawla","NLTC Perera",2,8,0.25,0.75
"3201","PP Chawla","P Kumar",1,1,1,0
"3202","PP Chawla","R Sharma",1,18,0.0555555555555556,0.944444444444444
"3203","PP Chawla","RP Singh",1,11,0.0909090909090909,0.909090909090909
"3204","PP Chawla","SB Wagh",1,1,1,0
"3205","PP Chawla","SK Trivedi",1,10,0.1,0.9
"3206","PP Chawla","SK Warne",1,8,0.125,0.875
"3207","PP Chawla","SL Malinga",1,19,0.0526315789473684,0.947368421052632
"3208","PP Chawla","SP Narine",1,16,0.0625,0.9375
"3209","PP Chawla","SR Watson",2,19,0.105263157894737,0.894736842105263
"3210","PP Chawla","SW Tait",1,3,0.333333333333333,0.666666666666667
"3211","PP Chawla","Umar Gul",1,3,0.333333333333333,0.666666666666667
"3212","PP Chawla","UT Yadav",1,4,0.25,0.75
"3213","PP Chawla","YK Pathan",1,3,0.333333333333333,0.666666666666667
"3214","PP Chawla","Z Khan",1,8,0.125,0.875
"3215","PP Ojha","A Kumble",1,2,0.5,0.5
"3216","PP Ojha","A Mishra",1,1,1,0
"3217","PP Ojha","AB Agarkar",1,2,0.5,0.5
"3218","PP Ojha","MM Sharma",1,3,0.333333333333333,0.666666666666667
"3219","PP Ojha","R Bhatia",1,2,0.5,0.5
"3220","PP Ojha","SK Raina",2,4,0.5,0.5
"3221","PP Ojha","SL Malinga",1,4,0.25,0.75
"3222","PR Shah","B Akhil",1,5,0.2,0.8
"3223","PR Shah","BJ Hodge",1,4,0.25,0.75
"3224","PR Shah","DP Nannes",1,6,0.166666666666667,0.833333333333333
"3225","PR Shah","R Bhatia",1,6,0.166666666666667,0.833333333333333
"3226","PR Shah","RP Singh",1,3,0.333333333333333,0.666666666666667
"3227","PR Shah","S Sreesanth",1,3,0.333333333333333,0.666666666666667
"3228","PR Shah","TL Suman",1,1,1,0
"3229","PR Shah","VY Mahesh",1,1,1,0
"3230","PSP Handscomb","Harbhajan Singh",1,4,0.25,0.75
"3231","PV Tambe","IK Pathan",1,4,0.25,0.75
"3232","Q de Kock","AB Dinda",2,22,0.0909090909090909,0.909090909090909
"3233","Q de Kock","AD Russell",2,7,0.285714285714286,0.714285714285714
"3234","Q de Kock","BB Sran",1,9,0.111111111111111,0.888888888888889
"3235","Q de Kock","CJ Anderson",1,2,0.5,0.5
"3236","Q de Kock","DS Kulkarni",1,12,0.0833333333333333,0.916666666666667
"3237","Q de Kock","DW Steyn",1,14,0.0714285714285714,0.928571428571429
"3238","Q de Kock","IC Pandey",1,9,0.111111111111111,0.888888888888889
"3239","Q de Kock","KH Pandya",1,6,0.166666666666667,0.833333333333333
"3240","Q de Kock","KV Sharma",2,9,0.222222222222222,0.777777777777778
"3241","Q de Kock","MA Starc",1,11,0.0909090909090909,0.909090909090909
"3242","Q de Kock","MC Henriques",1,6,0.166666666666667,0.833333333333333
"3243","Q de Kock","MJ McClenaghan",1,8,0.125,0.875
"3244","Q de Kock","MM Sharma",1,14,0.0714285714285714,0.928571428571429
"3245","Q de Kock","MP Stoinis",1,8,0.125,0.875
"3246","Q de Kock","P Kumar",1,25,0.04,0.96
"3247","Q de Kock","PV Tambe",1,10,0.1,0.9
"3248","Q de Kock","S Kaushik",1,6,0.166666666666667,0.833333333333333
"3249","Q de Kock","SR Watson",1,15,0.0666666666666667,0.933333333333333
"3250","Q de Kock","UT Yadav",1,9,0.111111111111111,0.888888888888889
"3251","Q de Kock","YS Chahal",2,16,0.125,0.875
"3252","R Ashwin","AR Patel",1,2,0.5,0.5
"3253","R Ashwin","BB Sran",1,8,0.125,0.875
"3254","R Ashwin","D Wiese",1,3,0.333333333333333,0.666666666666667
"3255","R Ashwin","Harbhajan Singh",3,14,0.214285714285714,0.785714285714286
"3256","R Ashwin","IK Pathan",2,7,0.285714285714286,0.714285714285714
"3257","R Ashwin","KA Pollard",1,9,0.111111111111111,0.888888888888889
"3258","R Ashwin","MJ McClenaghan",1,6,0.166666666666667,0.833333333333333
"3259","R Ashwin","R Bhatia",1,11,0.0909090909090909,0.909090909090909
"3260","R Ashwin","RG Sharma",1,1,1,0
"3261","R Ashwin","RJ Harris",1,8,0.125,0.875
"3262","R Ashwin","S Aravind",1,3,0.333333333333333,0.666666666666667
"3263","R Ashwin","SL Malinga",2,12,0.166666666666667,0.833333333333333
"3264","R Ashwin","SP Narine",1,2,0.5,0.5
"3265","R Ashwin","SR Watson",1,5,0.2,0.8
"3266","R Bhatia","A Nehra",1,4,0.25,0.75
"3267","R Bhatia","B Kumar",1,7,0.142857142857143,0.857142857142857
"3268","R Bhatia","B Lee",1,4,0.25,0.75
"3269","R Bhatia","BW Hilfenhaus",1,3,0.333333333333333,0.666666666666667
"3270","R Bhatia","DW Steyn",1,6,0.166666666666667,0.833333333333333
"3271","R Bhatia","Harbhajan Singh",2,6,0.333333333333333,0.666666666666667
"3272","R Bhatia","IK Pathan",1,13,0.0769230769230769,0.923076923076923
"3273","R Bhatia","JA Morkel",1,4,0.25,0.75
"3274","R Bhatia","KW Richardson",1,3,0.333333333333333,0.666666666666667
"3275","R Bhatia","L Balaji",1,2,0.5,0.5
"3276","R Bhatia","MM Sharma",2,4,0.5,0.5
"3277","R Bhatia","Mohammed Shami",1,3,0.333333333333333,0.666666666666667
"3278","R Bhatia","P Awana",1,4,0.25,0.75
"3279","R Bhatia","PP Ojha",1,1,1,0
"3280","R Bhatia","RA Jadeja",1,15,0.0666666666666667,0.933333333333333
"3281","R Bhatia","RE van der Merwe",1,1,1,0
"3282","R Bhatia","RP Singh",2,14,0.142857142857143,0.857142857142857
"3283","R Bhatia","SK Trivedi",1,8,0.125,0.875
"3284","R Bhatia","SL Malinga",1,13,0.0769230769230769,0.923076923076923
"3285","R Bhatia","SW Tait",1,1,1,0
"3286","R Bhatia","Yuvraj Singh",1,6,0.166666666666667,0.833333333333333
"3287","R Bishnoi","M Muralitharan",1,1,1,0
"3288","R Bishnoi","YA Abdulla",1,4,0.25,0.75
"3289","R Dhawan","Azhar Mahmood",1,4,0.25,0.75
"3290","R Dhawan","B Kumar",1,3,0.333333333333333,0.666666666666667
"3291","R Dhawan","PP Chawla",1,12,0.0833333333333333,0.916666666666667
"3292","R Dhawan","Shakib Al Hasan",1,9,0.111111111111111,0.888888888888889
"3293","R Dhawan","SL Malinga",1,3,0.333333333333333,0.666666666666667
"3294","R Dhawan","STR Binny",1,1,1,0
"3295","R Dravid","A Mishra",1,26,0.0384615384615385,0.961538461538462
"3296","R Dravid","A Nehra",1,33,0.0303030303030303,0.96969696969697
"3297","R Dravid","A Symonds",1,28,0.0357142857142857,0.964285714285714
"3298","R Dravid","AD Mathews",3,32,0.09375,0.90625
"3299","R Dravid","BAW Mendis",1,9,0.111111111111111,0.888888888888889
"3300","R Dravid","Bipul Sharma",1,6,0.166666666666667,0.833333333333333
"3301","R Dravid","BW Hilfenhaus",1,3,0.333333333333333,0.666666666666667
"3302","R Dravid","CH Morris",1,8,0.125,0.875
"3303","R Dravid","DE Bollinger",1,22,0.0454545454545455,0.954545454545455
"3304","R Dravid","DJ Bravo",1,6,0.166666666666667,0.833333333333333
"3305","R Dravid","DL Vettori",1,42,0.0238095238095238,0.976190476190476
"3306","R Dravid","DR Smith",1,5,0.2,0.8
"3307","R Dravid","DS Kulkarni",1,18,0.0555555555555556,0.944444444444444
"3308","R Dravid","DT Christian",1,19,0.0526315789473684,0.947368421052632
"3309","R Dravid","DW Steyn",1,32,0.03125,0.96875
"3310","R Dravid","GD McGrath",1,1,1,0
"3311","R Dravid","Harbhajan Singh",3,26,0.115384615384615,0.884615384615385
