"","batsman","bowler","P0","P1","P2","P3","P4","P6"
"370","AA Jhunjhunwala","PP Ojha",0,0.5,0.5,0,0,0
"371","AA Jhunjhunwala","R McLaren",1,0,0,0,0,0
"372","AA Jhunjhunwala","R Sathish",0.333333333333333,0.666666666666667,0,0,0,0
"373","AA Jhunjhunwala","R Vinay Kumar",0.8,0.2,0,0,0,0
"374","AA Jhunjhunwala","RJ Harris",0.5,0,0,0,0.5,0
"375","AA Jhunjhunwala","RP Singh",0,0.666666666666667,0.333333333333333,0,0,0
"376","AA Jhunjhunwala","RR Powar",0,0.666666666666667,0,0,0,0.333333333333333
"377","AA Jhunjhunwala","S Ladda",0.466666666666667,0.4,0,0,0.0666666666666667,0.0666666666666667
"378","AA Jhunjhunwala","SE Bond",0.2,0.6,0,0,0.2,0
"379","AA Jhunjhunwala","SJ Srivastava",1,0,0,0,0,0
"380","AA Jhunjhunwala","SL Malinga",0.833333333333333,0.166666666666667,0,0,0,0
"381","AA Jhunjhunwala","ST Jayasuriya",0.142857142857143,0.571428571428571,0.285714285714286,0,0,0
"382","AA Jhunjhunwala","T Thushara",0.666666666666667,0,0,0,0.333333333333333,0
"383","AA Jhunjhunwala","UT Yadav",0.75,0,0,0,0.25,0
"384","AA Noffke","AB Agarkar",0.75,0.25,0,0,0,0
"385","AA Noffke","SC Ganguly",0,0.75,0,0,0.25,0
"386","AB Agarkar","A Mishra",0.875,0.125,0,0,0,0
"387","AB Agarkar","A Nehra",0.333333333333333,0.333333333333333,0.333333333333333,0,0,0
"388","AB Agarkar","A Singh",0,0.5,0.5,0,0,0
"389","AB Agarkar","AB McDonald",0,1,0,0,0,0
"390","AB Agarkar","DE Bollinger",0.666666666666667,0,0,0,0.333333333333333,0
"391","AB Agarkar","DJ Bravo",0.25,0.5,0.25,0,0,0
"392","AB Agarkar","DJ Thornely",0.6,0.4,0,0,0,0
"393","AB Agarkar","DP Nannes",0.333333333333333,0.333333333333333,0.166666666666667,0,0.166666666666667,0
"394","AB Agarkar","DS Kulkarni",0.333333333333333,0.333333333333333,0,0,0.333333333333333,0
"395","AB Agarkar","DW Steyn",0.5,0.5,0,0,0,0
"396","AB Agarkar","IK Pathan",0.5,0.5,0,0,0,0
"397","AB Agarkar","J Botha",0,1,0,0,0,0
"398","AB Agarkar","Jaskaran Singh",0,1,0,0,0,0
"399","AB Agarkar","JH Kallis",0,1,0,0,0,0
"400","AB Agarkar","Joginder Sharma",0.333333333333333,0.666666666666667,0,0,0,0
"401","AB Agarkar","KAJ Roach",0.25,0.25,0.25,0,0.25,0
"402","AB Agarkar","Kamran Khan",0,1,0,0,0,0
"403","AB Agarkar","M Muralitharan",0.25,0.5,0,0,0.25,0
"404","AB Agarkar","MS Gony",0.5,0,0.5,0,0,0
"405","AB Agarkar","P Amarnath",0,0,0.5,0,0.5,0
"406","AB Agarkar","P Awana",0,0.666666666666667,0.333333333333333,0,0,0
"407","AB Agarkar","P Kumar",0.3,0.7,0,0,0,0
"408","AB Agarkar","PD Collingwood",0.25,0,0.75,0,0,0
"409","AB Agarkar","PJ Sangwan",0.375,0.125,0.125,0,0.25,0.125
"410","AB Agarkar","R Ashwin",0.75,0.25,0,0,0,0
"411","AB Agarkar","R Bhatia",0.142857142857143,0.428571428571429,0.142857142857143,0,0.142857142857143,0.142857142857143
"412","AB Agarkar","R Vinay Kumar",0.333333333333333,0.333333333333333,0.333333333333333,0,0,0
"413","AB Agarkar","RA Jadeja",0.5,0.5,0,0,0,0
"414","AB Agarkar","RE van der Merwe",0,1,0,0,0,0
"415","AB Agarkar","RP Singh",0.5,0,0,0,0,0.5
"416","AB Agarkar","RR Raje",0.333333333333333,0.333333333333333,0,0,0.333333333333333,0
"417","AB Agarkar","SB Styris",0,1,0,0,0,0
"418","AB Agarkar","SK Warne",0.2,0.8,0,0,0,0
"419","AB Agarkar","SL Malinga",0.5,0.5,0,0,0,0
"420","AB Agarkar","Sohail Tanvir",0.5,0.125,0.125,0,0.125,0.125
"421","AB Agarkar","SR Watson",0.555555555555556,0.222222222222222,0,0,0.111111111111111,0.111111111111111
"422","AB Agarkar","ST Jayasuriya",0.833333333333333,0.166666666666667,0,0,0,0
"423","AB Agarkar","T Henderson",0.5,0.5,0,0,0,0
"424","AB Agarkar","TM Dilshan",0,1,0,0,0,0
"425","AB Agarkar","UT Yadav",0,1,0,0,0,0
"426","AB Barath","A Symonds",0,1,0,0,0,0
"427","AB Barath","DL Vettori",0.75,0.25,0,0,0,0
"428","AB Barath","Harbhajan Singh",0.285714285714286,0.428571428571429,0,0,0.142857142857143,0.142857142857143
"429","AB Barath","JP Duminy",1,0,0,0,0,0
"430","AB Barath","PD Collingwood",0,1,0,0,0,0
"431","AB Barath","PP Ojha",0.8,0.2,0,0,0,0
"432","AB Barath","R McLaren",0.571428571428571,0.428571428571429,0,0,0,0
"433","AB Barath","R Sathish",0.375,0.375,0.125,0,0.125,0
"434","AB Barath","RG Sharma",0.5,0.25,0,0,0.25,0
"435","AB Barath","SL Malinga",0.5,0,0,0,0.5,0
"436","AB Barath","Z Khan",0.666666666666667,0,0,0,0.333333333333333,0
"437","AB de Villiers","A Ashish Reddy",0.166666666666667,0.333333333333333,0.111111111111111,0,0.166666666666667,0.222222222222222
"438","AB de Villiers","A Chandila",0.181818181818182,0.363636363636364,0.0909090909090909,0,0.181818181818182,0.181818181818182
"439","AB de Villiers","A Flintoff",0,0.5,0.0833333333333333,0,0.166666666666667,0.25
"440","AB de Villiers","A Kumble",0.317073170731707,0.51219512195122,0.121951219512195,0,0.0487804878048781,0
"441","AB de Villiers","A Mishra",0.466666666666667,0.466666666666667,0.0666666666666667,0,0,0
"442","AB de Villiers","A Nehra",0.379310344827586,0.241379310344828,0,0,0.206896551724138,0.172413793103448
"443","AB de Villiers","A Singh",0.142857142857143,0.428571428571429,0.285714285714286,0,0.142857142857143,0
"444","AB de Villiers","A Symonds",0.333333333333333,0.416666666666667,0.166666666666667,0,0,0.0833333333333333
"445","AB de Villiers","A Uniyal",0,1,0,0,0,0
"446","AB de Villiers","A Zampa",0.666666666666667,0.333333333333333,0,0,0,0
"447","AB de Villiers","AB Agarkar",0.6,0,0.2,0,0.2,0
"448","AB de Villiers","AB Dinda",0.111111111111111,0.333333333333333,0.0555555555555556,0,0.333333333333333,0.166666666666667
"449","AB de Villiers","AC Thomas",0.166666666666667,0.333333333333333,0.166666666666667,0,0.166666666666667,0.166666666666667
"450","AB de Villiers","AD Mascarenhas",0.461538461538462,0.461538461538462,0.0769230769230769,0,0,0
"451","AB de Villiers","AD Mathews",0.333333333333333,0.333333333333333,0,0,0,0.333333333333333
"452","AB de Villiers","AD Russell",0.5,0.25,0,0,0.25,0
"453","AB de Villiers","AG Murtaza",0.444444444444444,0.444444444444444,0,0,0.0555555555555556,0.0555555555555556
"454","AB de Villiers","AJ Tye",1,0,0,0,0,0
"455","AB de Villiers","AN Ahmed",0.375,0.5,0,0,0,0.125
"456","AB de Villiers","Anand Rajan",0.142857142857143,0.428571428571429,0,0,0.285714285714286,0.142857142857143
"457","AB de Villiers","Ankit Sharma",0.15,0.55,0.05,0,0.1,0.15
"458","AB de Villiers","Ankit Soni",0.4,0.6,0,0,0,0
"459","AB de Villiers","Anureet Singh",0.333333333333333,0.444444444444444,0.111111111111111,0,0.111111111111111,0
"460","AB de Villiers","AR Patel",0.323529411764706,0.470588235294118,0.0882352941176471,0,0.0882352941176471,0.0294117647058824
"461","AB de Villiers","AS Rajpoot",0.25,0.25,0.125,0,0.375,0
"462","AB de Villiers","AS Raut",0.2,0.4,0,0,0.4,0
"463","AB de Villiers","Azhar Mahmood",0.470588235294118,0.235294117647059,0.117647058823529,0,0.176470588235294,0
"464","AB de Villiers","B Akhil",0.214285714285714,0.571428571428571,0.142857142857143,0,0.0714285714285714,0
"465","AB de Villiers","B Kumar",0.32258064516129,0.387096774193548,0.032258064516129,0,0.225806451612903,0.032258064516129
"466","AB de Villiers","B Lee",0.333333333333333,0.333333333333333,0,0,0.333333333333333,0
"467","AB de Villiers","BA Stokes",0.6,0.4,0,0,0,0
"468","AB de Villiers","Basil Thampi",1,0,0,0,0,0
"469","AB de Villiers","BAW Mendis",0.25,0.5,0,0,0.25,0
"470","AB de Villiers","BB Sran",0.411764705882353,0.294117647058824,0.176470588235294,0,0.117647058823529,0
"471","AB de Villiers","Bipul Sharma",0.2,0.8,0,0,0,0
"472","AB de Villiers","CH Morris",0.318181818181818,0.0909090909090909,0.227272727272727,0,0.227272727272727,0.136363636363636
"473","AB de Villiers","CL White",0.5,0.5,0,0,0,0
"474","AB de Villiers","CR Brathwaite",1,0,0,0,0,0
"475","AB de Villiers","CR Woakes",0.5,0,0.25,0,0.25,0
"476","AB de Villiers","DAJ Bracewell",0.222222222222222,0.444444444444444,0.111111111111111,0,0.111111111111111,0.111111111111111
"477","AB de Villiers","DE Bollinger",0.25,0.25,0,0,0.5,0
"478","AB de Villiers","DJ Bravo",0.295454545454545,0.386363636363636,0.0909090909090909,0,0.181818181818182,0.0454545454545455
"479","AB de Villiers","DJ Hooda",0,0,0,0,1,0
"480","AB de Villiers","DJ Hussey",0.384615384615385,0.230769230769231,0.153846153846154,0,0.0769230769230769,0.153846153846154
"481","AB de Villiers","DJG Sammy",0,0.363636363636364,0.181818181818182,0,0.181818181818182,0.272727272727273
"482","AB de Villiers","DL Chahar",0,1,0,0,0,0
"483","AB de Villiers","DP Nannes",0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0
"484","AB de Villiers","DR Smith",0.1875,0.5,0,0,0.25,0.0625
"485","AB de Villiers","DS Kulkarni",0.342105263157895,0.421052631578947,0.0526315789473684,0,0.157894736842105,0.0263157894736842
"486","AB de Villiers","DT Christian",0.666666666666667,0.333333333333333,0,0,0,0
"487","AB de Villiers","DW Steyn",0.260869565217391,0.260869565217391,0.0869565217391304,0.0434782608695652,0.130434782608696,0.217391304347826
"488","AB de Villiers","GB Hogg",0.222222222222222,0.555555555555556,0,0.222222222222222,0,0
"489","AB de Villiers","GJ Maxwell",0.3,0.5,0,0,0.1,0.1
"490","AB de Villiers","Harbhajan Singh",0.352941176470588,0.470588235294118,0.0294117647058824,0,0.117647058823529,0.0294117647058824
"491","AB de Villiers","Harmeet Singh",0.263157894736842,0.421052631578947,0.157894736842105,0,0.157894736842105,0
"492","AB de Villiers","HH Pandya",0.05,0.55,0,0,0.3,0.1
"493","AB de Villiers","I Sharma",0.409090909090909,0.454545454545455,0,0,0.0454545454545455,0.0909090909090909
"494","AB de Villiers","IC Pandey",0.647058823529412,0.0588235294117647,0,0,0.235294117647059,0.0588235294117647
"495","AB de Villiers","IK Pathan",0.386363636363636,0.295454545454545,0.0909090909090909,0,0.159090909090909,0.0681818181818182
"496","AB de Villiers","Imran Tahir",0.166666666666667,0.583333333333333,0.166666666666667,0,0,0.0833333333333333
"497","AB de Villiers","Iqbal Abdulla",0.333333333333333,0.5,0,0,0.166666666666667,0
"498","AB de Villiers","J Botha",0.125,0.75,0,0,0.125,0
"499","AB de Villiers","J Suchith",0.181818181818182,0.272727272727273,0.0909090909090909,0,0.454545454545455,0
"500","AB de Villiers","JA Morkel",0.379310344827586,0.344827586206897,0.137931034482759,0,0.103448275862069,0.0344827586206897
"501","AB de Villiers","JD Ryder",0,0.75,0,0,0,0.25
"502","AB de Villiers","JD Unadkat",0.8,0.1,0,0,0,0.1
"503","AB de Villiers","JEC Franklin",0,0.75,0,0,0.25,0
"504","AB de Villiers","JH Kallis",0.380952380952381,0.476190476190476,0.0952380952380952,0,0.0476190476190476,0
"505","AB de Villiers","JJ Bumrah",0.378378378378378,0.378378378378378,0.108108108108108,0,0.027027027027027,0.108108108108108
"506","AB de Villiers","Joginder Sharma",0.142857142857143,0.857142857142857,0,0,0,0
"507","AB de Villiers","JP Duminy",0.3125,0.5625,0.0625,0,0.0625,0
"508","AB de Villiers","JP Faulkner",0.233333333333333,0.333333333333333,0.133333333333333,0,0.166666666666667,0.133333333333333
"509","AB de Villiers","KA Pollard",0.375,0.5625,0,0,0.0625,0
"510","AB de Villiers","Kamran Khan",0.666666666666667,0.222222222222222,0,0,0.111111111111111,0
"511","AB de Villiers","Karanveer Singh",0.142857142857143,0.428571428571429,0,0,0,0.428571428571429
"512","AB de Villiers","KC Cariappa",0.0909090909090909,0.545454545454545,0.0909090909090909,0,0.181818181818182,0.0909090909090909
"513","AB de Villiers","KH Pandya",0.411764705882353,0.5,0,0,0.0294117647058824,0.0588235294117647
"514","AB de Villiers","KJ Abbott",1,0,0,0,0,0
"515","AB de Villiers","KK Cooper",0.25,0.375,0,0,0.25,0.125
"516","AB de Villiers","KP Appanna",0.125,0.625,0.25,0,0,0
"517","AB de Villiers","KV Sharma",0.344827586206897,0.586206896551724,0,0,0,0.0689655172413793
"518","AB de Villiers","KW Richardson",0.166666666666667,0.333333333333333,0.166666666666667,0,0.166666666666667,0.166666666666667
"519","AB de Villiers","L Ablish",0.333333333333333,0.666666666666667,0,0,0,0
"520","AB de Villiers","L Balaji",0.379310344827586,0.310344827586207,0.137931034482759,0.0344827586206897,0.0344827586206897,0.103448275862069
"521","AB de Villiers","LH Ferguson",0.666666666666667,0.333333333333333,0,0,0,0
"522","AB de Villiers","M Ashwin",0.125,0.25,0.125,0,0.25,0.25
"523","AB de Villiers","M Kartik",0.428571428571429,0.428571428571429,0.0714285714285714,0,0.0714285714285714,0
"524","AB de Villiers","M Morkel",0.352941176470588,0.470588235294118,0,0,0.117647058823529,0.0588235294117647
"525","AB de Villiers","M Muralitharan",0.321428571428571,0.392857142857143,0.214285714285714,0,0.0357142857142857,0.0357142857142857
"526","AB de Villiers","M Ntini",0.333333333333333,0.333333333333333,0.333333333333333,0,0,0
"527","AB de Villiers","MC Henriques",0.103448275862069,0.586206896551724,0.0689655172413793,0,0.172413793103448,0.0689655172413793
"528","AB de Villiers","MG Johnson",0.25,0.5,0.166666666666667,0,0.0833333333333333,0
"529","AB de Villiers","MG Neser",0.2,0.2,0.1,0,0.3,0.2
"530","AB de Villiers","MJ McClenaghan",0.217391304347826,0.260869565217391,0.0869565217391304,0,0.347826086956522,0.0869565217391304
"531","AB de Villiers","MM Patel",0.285714285714286,0.464285714285714,0.107142857142857,0,0.107142857142857,0.0357142857142857
"532","AB de Villiers","MM Sharma",0.3125,0.125,0.1875,0,0.125,0.25
"533","AB de Villiers","Mohammed Shami",0.6,0.2,0,0,0,0.2
"534","AB de Villiers","MP Stoinis",0.2,0.533333333333333,0.0666666666666667,0,0.0666666666666667,0.133333333333333
"535","AB de Villiers","MR Marsh",0.25,0,0,0,0.25,0.5
"536","AB de Villiers","MS Gony",0.291666666666667,0.333333333333333,0.166666666666667,0,0.125,0.0833333333333333
"537","AB de Villiers","Mustafizur Rahman",0.5,0.416666666666667,0.0833333333333333,0,0,0
"538","AB de Villiers","NLTC Perera",0.166666666666667,0.666666666666667,0.166666666666667,0,0,0
"539","AB de Villiers","NM Coulter-Nile",0.5,0,0,0,0.5,0
"540","AB de Villiers","P Awana",0.363636363636364,0.363636363636364,0,0.0909090909090909,0,0.181818181818182
"541","AB de Villiers","P Kumar",0.307692307692308,0.384615384615385,0,0,0.115384615384615,0.192307692307692
"542","AB de Villiers","P Negi",0.3,0.5,0,0,0.2,0
"543","AB de Villiers","Pankaj Singh",0.4,0.6,0,0,0,0
"544","AB de Villiers","Parvez Rasool",0.5,0.5,0,0,0,0
"545","AB de Villiers","PC Valthaty",0.1,0.6,0.2,0,0.1,0
"546","AB de Villiers","PJ Sangwan",0.25,0.5,0,0,0.25,0
"547","AB de Villiers","PP Chawla",0.454545454545455,0.386363636363636,0.0681818181818182,0,0.0454545454545455,0.0454545454545455
"548","AB de Villiers","PP Ojha",0.303030303030303,0.545454545454545,0,0.0303030303030303,0.0909090909090909,0.0303030303030303
"549","AB de Villiers","PV Tambe",0.25,0.4375,0.0625,0,0.1875,0.0625
"550","AB de Villiers","R Ashwin",0.4,0.4,0.0285714285714286,0,0.142857142857143,0.0285714285714286
"551","AB de Villiers","R Bhatia",0.148148148148148,0.666666666666667,0.0740740740740741,0,0.0740740740740741,0.037037037037037
"552","AB de Villiers","R Dhawan",0.166666666666667,0.666666666666667,0,0,0.166666666666667,0
"553","AB de Villiers","R McLaren",0.333333333333333,0.333333333333333,0,0,0,0.333333333333333
"554","AB de Villiers","R Sharma",0.25,0.666666666666667,0.0833333333333333,0,0,0
"555","AB de Villiers","R Tewatia",0.25,0.75,0,0,0,0
"556","AB de Villiers","R Vinay Kumar",0.4,0.5,0.05,0,0.05,0
"557","AB de Villiers","RA Jadeja",0.337837837837838,0.486486486486487,0.0135135135135135,0,0.108108108108108,0.0540540540540541
"558","AB de Villiers","RE van der Merwe",0.2,0.6,0,0,0.2,0
"559","AB de Villiers","RG Sharma",0.230769230769231,0.461538461538462,0.153846153846154,0,0.0769230769230769,0.0769230769230769
"560","AB de Villiers","RJ Harris",0.2,0.4,0,0,0.4,0
"561","AB de Villiers","RP Singh",0.416666666666667,0.333333333333333,0.166666666666667,0,0.0833333333333333,0
"562","AB de Villiers","RR Powar",0,0.333333333333333,0.666666666666667,0,0,0
"563","AB de Villiers","RR Raje",0.428571428571429,0.285714285714286,0,0.142857142857143,0.142857142857143,0
"564","AB de Villiers","RS Bopara",0.25,0.25,0,0,0.375,0.125
"565","AB de Villiers","RV Gomez",0,0.25,0,0,0,0.75
"566","AB de Villiers","S Badree",0,1,0,0,0,0
"567","AB de Villiers","S Kaul",0.142857142857143,0.357142857142857,0.0714285714285714,0,0.357142857142857,0.0714285714285714
"568","AB de Villiers","S Kaushik",0.2,0.4,0,0,0.2,0.2
"569","AB de Villiers","S Nadeem",0.304347826086957,0.521739130434783,0.130434782608696,0,0.0434782608695652,0
"570","AB de Villiers","S Randiv",0.166666666666667,0.583333333333333,0.25,0,0,0
"571","AB de Villiers","S Sreesanth",0.375,0.5,0,0,0.0625,0.0625
"572","AB de Villiers","S Tyagi",1,0,0,0,0,0
"573","AB de Villiers","Sandeep Sharma",0.272727272727273,0.333333333333333,0.0606060606060606,0,0.181818181818182,0.151515151515152
"574","AB de Villiers","SB Jakati",0.3,0.366666666666667,0.0333333333333333,0.0666666666666667,0.1,0.133333333333333
"575","AB de Villiers","Shakib Al Hasan",0.222222222222222,0.444444444444444,0.166666666666667,0,0.0555555555555556,0.111111111111111
"576","AB de Villiers","Shivam Sharma",0.125,0.625,0,0,0,0.25
"577","AB de Villiers","Shoaib Ahmed",0.833333333333333,0,0,0,0.166666666666667,0
"578","AB de Villiers","Shoaib Akhtar",0.666666666666667,0.222222222222222,0.111111111111111,0,0,0
"579","AB de Villiers","SJ Srivastava",0.4,0.2,0.2,0,0.2,0
"580","AB de Villiers","SK Raina",0,1,0,0,0,0
"581","AB de Villiers","SK Trivedi",0.346153846153846,0.346153846153846,0.115384615384615,0.0384615384615385,0.0769230769230769,0.0769230769230769
"582","AB de Villiers","SK Warne",0.263157894736842,0.473684210526316,0.184210526315789,0.0263157894736842,0.0526315789473684,0
"583","AB de Villiers","SL Malinga",0.354166666666667,0.25,0.166666666666667,0,0.1875,0.0416666666666667
"584","AB de Villiers","SM Pollock",0.777777777777778,0.111111111111111,0.111111111111111,0,0,0
"585","AB de Villiers","SMSM Senanayake",0,0.666666666666667,0.333333333333333,0,0,0
"586","AB de Villiers","SN Thakur",0.333333333333333,0.333333333333333,0,0,0.333333333333333,0
"587","AB de Villiers","SP Narine",0.454545454545455,0.363636363636364,0.0454545454545455,0,0.0909090909090909,0.0454545454545455
"588","AB de Villiers","SR Tendulkar",0.166666666666667,0.166666666666667,0,0,0.5,0.166666666666667
"589","AB de Villiers","SR Watson",0.456521739130435,0.260869565217391,0.152173913043478,0,0.130434782608696,0
"590","AB de Villiers","SS Sarkar",0,0,0,0,1,0
"591","AB de Villiers","STR Binny",0.533333333333333,0.266666666666667,0.0666666666666667,0,0.0666666666666667,0.0666666666666667
"592","AB de Villiers","SW Tait",0.857142857142857,0.142857142857143,0,0,0,0
"593","AB de Villiers","T Natarajan",0.5,0.5,0,0,0,0
"594","AB de Villiers","TA Boult",0.5,0,0,0,0.5,0
"595","AB de Villiers","TG Southee",0.411764705882353,0.294117647058824,0.117647058823529,0,0.117647058823529,0.0588235294117647
"596","AB de Villiers","UT Yadav",0.384615384615385,0.307692307692308,0.0769230769230769,0,0.115384615384615,0.115384615384615
"597","AB de Villiers","V Pratap Singh",0.5,0.5,0,0,0,0
"598","AB de Villiers","VR Aaron",0.3,0.5,0,0,0.1,0.1
"599","AB de Villiers","WPUJC Vaas",0.444444444444444,0.444444444444444,0,0,0.111111111111111,0
"600","AB de Villiers","YA Abdulla",0,1,0,0,0,0
"601","AB de Villiers","YK Pathan",0.0714285714285714,0.785714285714286,0,0,0,0.142857142857143
"602","AB de Villiers","Yuvraj Singh",0.166666666666667,0.666666666666667,0.166666666666667,0,0,0
"603","AB de Villiers","Z Khan",0.428571428571429,0.285714285714286,0.0476190476190476,0,0.238095238095238,0
"604","AB Dinda","A Mishra",0.333333333333333,0.666666666666667,0,0,0,0
"605","AB Dinda","AD Mascarenhas",0,1,0,0,0,0
"606","AB Dinda","CH Gayle",0.4,0.4,0,0,0.2,0
"607","AB Dinda","DJ Bravo",0,1,0,0,0,0
"608","AB Dinda","DJ Thornely",0,1,0,0,0,0
"609","AB Dinda","DW Steyn",1,0,0,0,0,0
"610","AB Dinda","Harbhajan Singh",1,0,0,0,0,0
"611","AB Dinda","KA Pollard",0.5,0.5,0,0,0,0
"612","AB Dinda","MG Johnson",0.6,0.4,0,0,0,0
"613","AB Dinda","P Awana",0.75,0.25,0,0,0,0
"614","AB Dinda","PJ Cummins",1,0,0,0,0,0
"615","AB Dinda","PV Tambe",1,0,0,0,0,0
"616","AB Dinda","R Vinay Kumar",1,0,0,0,0,0
"617","AB Dinda","RP Singh",0.333333333333333,0.333333333333333,0.333333333333333,0,0,0
"618","AB Dinda","SL Malinga",0.833333333333333,0.166666666666667,0,0,0,0
"619","AB Dinda","Sohail Tanvir",0.5,0.5,0,0,0,0
"620","AB Dinda","SR Watson",1,0,0,0,0,0
"621","AB Dinda","Z Khan",0.6,0.2,0,0,0.2,0
"622","AB McDonald","A Kumble",0.5,0.5,0,0,0,0
"623","AB McDonald","AG Murtaza",0.166666666666667,0.833333333333333,0,0,0,0
"624","AB McDonald","Azhar Mahmood",0.333333333333333,0.333333333333333,0,0,0.333333333333333,0
"625","AB McDonald","CRD Fernando",0,1,0,0,0,0
"626","AB McDonald","DAJ Bracewell",0.8,0,0,0,0,0.2
"627","AB McDonald","DE Bollinger",0.5,0,0.5,0,0,0
"628","AB McDonald","DJ Bravo",0.222222222222222,0.222222222222222,0.444444444444444,0,0,0.111111111111111
"629","AB McDonald","DJ Hussey",0.5,0.5,0,0,0,0
"630","AB McDonald","DW Steyn",0,0.333333333333333,0,0.333333333333333,0.333333333333333,0
"631","AB McDonald","Harbhajan Singh",0.375,0.5,0.125,0,0,0
"632","AB McDonald","IK Pathan",0.285714285714286,0.142857142857143,0,0,0.428571428571429,0.142857142857143
"633","AB McDonald","JA Morkel",0,1,0,0,0,0
"634","AB McDonald","KA Pollard",0.333333333333333,0.5,0.166666666666667,0,0,0
"635","AB McDonald","M Morkel",0.666666666666667,0,0,0,0.333333333333333,0
"636","AB McDonald","P Awana",0.428571428571429,0.428571428571429,0,0,0.142857142857143,0
"637","AB McDonald","P Kumar",0.666666666666667,0.111111111111111,0.111111111111111,0,0,0.111111111111111
"638","AB McDonald","PP Chawla",0,1,0,0,0,0
"639","AB McDonald","R Vinay Kumar",0.5,0.5,0,0,0,0
"640","AB McDonald","RE van der Merwe",0,1,0,0,0,0
"641","AB McDonald","S Nadeem",1,0,0,0,0,0
"642","AB McDonald","SK Trivedi",0.2,0.4,0.2,0,0.2,0
"643","AB McDonald","SW Tait",0.25,0.5,0,0,0.25,0
"644","AB McDonald","UT Yadav",0.75,0.25,0,0,0,0
"645","Abdur Razzak","Sohail Tanvir",1,0,0,0,0,0
"646","AC Blizzard","AB Agarkar",0.5,0,0,0,0.5,0
"647","AC Blizzard","AC Thomas",0.5,0.25,0,0,0.25,0
"648","AC Blizzard","B Lee",0.4,0,0.1,0.1,0.3,0.1
"649","AC Blizzard","BA Bhatt",0,1,0,0,0,0
"650","AC Blizzard","Bipul Sharma",0,1,0,0,0,0
"651","AC Blizzard","CH Gayle",0.8,0.2,0,0,0,0
"652","AC Blizzard","I Sharma",0.666666666666667,0.333333333333333,0,0,0,0
